Title,Price sale,Price origin,url,CPU type,RAM type,Number of RAM slots,Material,Security,Manufacturer,Panel material,Screen size,Screen resolution,Operating system,Brand,Storage,Ram,CPU
Laptop ASUS Vivobook 16 M1605YA-MB303W,11690000,18490000,https://cellphones.com.vn/laptop-asus-vivobook-16-m1605ya-mb303w.html,"AMD Ryzen 7 7730U (2.0GHz, 8 lõi / 16 luồng, 16MB cache, up to 4.5 GHz max boost)",DDR4,2 khe (8GB DDR4 Onboard + 8GB DDR4 SO-DIMM),Vỏ nhựa,McAfee LiveSafe 30 ngày dùng thử miễn phí Cảm biến vân tay tích hợp Touchpad McAfee LiveSafe Khởi động BIOS Bảo vệ mật khẩu người dùng Mật khẩu người dùng thiết lập BIOS Mô-đun nền tảng đáng tin cậy (Firmware TPM),,Tấm nền IPS,16,1920 x 1200 pixels (WUXGA),Windows 11,ASUS,512.0,16,Ryzen 7
Laptop Lenovo Ideapad Slim 3 14IRH8 83EL0023VN,13990000,17990000,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-14irh8-83el0023vn.html,"Intel Core i7-13620H (10 lõi (6P + 4E) / 16 luồng, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB)",LPDDR5-4800 Onboard,,Vỏ nhựa,Firmware TPM 2.0 Enabled,,Tấm nền IPS,14,1920 x 1080 pixels (FullHD),Windows 11,Lenovo,1024.0,16,i7
Macbook Pro 14 inch M2 Max 2023 (12 CPU - 30 GPU - 32GB - 1TB),58490000,81990000,https://cellphones.com.vn/macbook-pro-14-inch-m2-max-2023.html,Apple M2 Max 12 nhân,,Không hỗ trợ nâng cấp,,Bảo mật vân tay ,,,14.2,3024 x 1964 pixels ,Mac,Mac,1024.0,32,M2
Laptop ASUS TUF Gaming A16 Advantage Edition FA617NS-N3486W,19390000,32990000,https://cellphones.com.vn/laptop-asus-tuf-gaming-a16-advantage-edition-fa617ns-n3486w.html,"AMD Ryzen 7-7735HS (8 lõi/16 luồng, 16MB L3 cache, up to 4.7 GHz max boost)",DDR5-4800 SO-DIMM,2 khe SO-DIMM (Nâng cấp tối đa 32GB),,MCAFEE_30D  Khe bảo mật Kensington,,Tấm nền IPS,16,1920 x 1200 pixels (WUXGA),Windows 11,ASUS,512.0,8,Ryzen 7
Laptop HP Pavilion 15-EG2089TU 7C0R1PA,14990000,21900000,https://cellphones.com.vn/laptop-hp-pavilion-15-eg2089tu-7c0r1pa.html,"Intel Core i7-1260P, 12 nhân / 16 luồng, 18MB Intel Smart Cache ",DDR4 3200MHz (2 x 4GB),2 x DDR4 3200MHz (Đã sử dụng),Vỏ kim loại,,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,HP,512.0,8,i7
Laptop Lenovo Ideapad Slim 5 14IMH9 83DA001NVN,17690000,21990000,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14imh9-83da001nvn.html,"Intel Core Ultra 5 125H (14 lõi (4P + 8E + 2LPE) / 18 luồng, Max Turbo up to 4.5GHz, 18MB)",LPDDR5x-7467 Onboard,,Vỏ kim loại,Firmware TPM 2.0 Enabled,,Tấm nền Oled,14,1920 x 1200 pixels (WUXGA),Windows 11,Lenovo,1024.0,16,Ultra Ultra
Laptop Acer Aspire 3 A314-42P-R3B3 NX.KSFSV.001,9190000,13990000,https://cellphones.com.vn/laptop-acer-aspire-3-a314-42p-r3b3.html,"AMD Ryzen 7 5700U (8 nhân/16 luồng, xung nhịp tối đa 4.30 GHz, 8MB)",LPDDR4X Onboard,Không hỗ trợ nâng cấp,Vỏ nhựa,,,Tấm nền IPS,14,1080 x 1920 pixels (FullHD),Windows 11,Acer,1024.0,16,Ryzen 7
Laptop Asus Vivobook 15 X1504ZA-NJ517W,11590000,16490000,https://cellphones.com.vn/laptop-asus-vivobook-15-x1504za-nj517w.html,"Intel Core i5-1235U (1.3 GHz, 12M Cache, up to 4.4 GHz, 10 lõi)",DDR4,2 khe (8GB DDR4 Onboard + 8GB DDR4 SO-DIMM),Vỏ nhựa,McAfee dùng thử miễn phí 30 ngày Cảm biến vân tay tích hợp Touchpad McAfee Khởi động BIOS Bảo vệ mật khẩu người dùng Mật khẩu người dùng thiết lập BIOS Mô-đun nền tảng đáng tin cậy (Firmware TPM),,,15.6,1920 x 1080 pixels (FullHD),Windows 11,Asus,512.0,16,i5
Laptop Lenovo IdeaPad 3 15ITL6 82H80388VN,8090000,13690000,https://cellphones.com.vn/laptop-lenovo-ideapad-3-15itl6-82h80388vn.html,"Intel Core i5-1155G7 (2.5 / 4.5GHz, 8MB, 4 lõi / 8 luồng)",DDR4-3200 Onboard,2 khe (8GB Onboard + 8GB SO-DIMM) tối đa 16GB,Vỏ nhựa,Firmware TPM 2.0,,Tấm nền TN,15.6,1920 x 1080 pixels (FullHD),Windows 11,Lenovo,1024.0,8,i5
Macbook Pro 16 M3 Pro 18GB - 512GB | Chính hãng Apple Việt Nam,60990000,64990000,https://cellphones.com.vn/macbook-pro-16-inch-m3-pro-2023-18gb-512gb.html,Apple M3 Pro 14 nhân,,,,Touch ID,,,16.2,3024 x 1964 pixels ,Mac,Mac,512.0,18,M3
MacBook Pro 16 inch M2 Pro 2023 (12 CPU - 19 GPU - 16GB - 1TB),49990000,70990000,https://cellphones.com.vn/macbook-pro-16-inch-m2-pro-1tb-2023.html,Apple M2 Pro 12 nhân,,,,Bảo mật vân tay,,,16,3456 x 2234 pixels ,Mac,Mac,1024.0,16,M2
Laptop MSI Cyborg 15 A12UCX-618VN,14490000,19990000,https://cellphones.com.vn/laptop-msi-cyborg-15-a12ucx-618vn.html,"Intel Core i5 12450H (2 GHz - 4.4 GHz, 8 nhân - 12 luồng, 12MB Cache)",DDR5,2x SO-DIMM socket (Nâng cấp tối đa 64GB RAM),,,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,MSI,512.0,16,i5
Laptop Asus TUF Gaming A15 FA507NV-LP061W,25290000,34990000,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507nv-lp061w.html,"AMD Ryzen™ 7 7735HS (8 nhân/16 luồng, Bộ nhớ đệm 16MB L3, tăng tốc hiệu năng tối đa lên tới 4.7 GHz)",DDR5-4800,2 khe SO-DIMM (Nâng cấp tối đa 32GB),,Mật khẩu quản trị BIOS và Bảo vệ mật khẩu người dùngKhe an toàn Kensington Security Slot™Module Nền tảng Tin cậy (TPM Firmware),ASUS,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,Asus,1024.0,16,
Laptop Acer Aspire 5 A515-58GM-59LJ,13490000,20490000,https://cellphones.com.vn/laptop-acer-aspire-5-a515-58gm-59lj.html,"Intel Core i5-13420H (8 lõi / 12 luồng, up to 4.60 GHz, 12 MB)",DDR4 3200MHz,2 khe nâng cấp tối đa 32GB,,Vân tay,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,Acer,1024.0,8,i5
Mac mini M2 Pro 2023 (10 CPU - 16 GPU - 16GB - 512GB) | Chính hãng Apple Việt Nam,29990000,34990000,https://cellphones.com.vn/mac-mini-m2-pro-2023.html,Apple M2 Pro 10 nhân,,,,,,,14,,Mac,Mac,512.0,16,M2
Laptop Lenovo Ideapad Slim 5 14IMH9 83DA0020VN,23190000,27990000,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14imh9-83da0020vn.html,"Intel Core Ultra 7 155H (16 lõi (6P + 8E + 2LPE) / 22 luồng, Max Turbo up to 4.8GHz, 24MB)",LPDDR5x-7467 Onboard,,Vỏ kim loại,Firmware TPM 2.0 Enabled,,Tấm nền Oled,14,1920 x 1200 pixels (WUXGA),Windows 11,Lenovo,1024.0,32,Ultra Ultra
Laptop Asus Vivobook 14 OLED A1405VA-KM257W,14490000,20990000,https://cellphones.com.vn/laptop-asus-vivobook-14-oled-a1405va-km257w.html,"Intel Core i5-13500H (2.6 GHz, 18MB Cache, up to 4.7 GHz, 12 lõi / 16 luồng)",DDR4,8GB DDR4 Onboard + 8GB DDR4 SO-DIMM,,McAfee dùng thử miễn phí 30 ngày Cảm biến vân tay tích hợp Touchpad McAfee Khởi động BIOS Bảo vệ mật khẩu người dùng Mô-đun nền tảng đáng tin cậy (Firmware TPM),,Tấm nền Oled,14,2880 x 1800 pixels,Windows 11,Asus,512.0,16,i5
Laptop Lenovo IdeaPad Flex 5 14IAU7 82R700JLVN,13490000,18990000,https://cellphones.com.vn/laptop-lenovo-ideapad-flex-5-14iau7-82r700jlvn.html,"Intel Core i5-1235U (10C (2P + 8E) / 12T, P-core 1.3 / 4.4GHz, E-core 0.9 / 3.3GHz, 12MB)",LPDDR4x-4266 Onboard,,Vỏ kim loại,Firmware TPM 2.0Bảo mật vân tay,,Tấm nền IPS,14,2240 x 1400 pixels,Windows 11,Lenovo,512.0,16,i5
Laptop Gigabyte MF F2VN333SH,16990000,22990000,https://cellphones.com.vn/laptop-gigabyte-g5-mf-f2vn333sh.html,"Intel Core i5-12450H 3.3GHz up to 4.4GHz, 8 nhân 12 luồng, 12MB Cache",DDR4-3200Mhz,1 khe ram 8GB + 1 khe trống,,,,Tấm nền IPS,15.6,1080 x 1920 pixels (FullHD),Windows 11,Gigabyte,512.0,8,i5
Laptop Acer Aspire 7 A715-76G-59MW,14990000,21490000,https://cellphones.com.vn/laptop-acer-aspire-7-a715-76g-59mw.html,"Intel Core i5 - 12450H (8 lõi / 12 luồng, 2.00 GHz, Turbo Boost 4.4 GHz, 12 MB)",DDR4 3200 MHz,"2 khe (1 khe 8 GB + 1 khe rời, nâng cấp tối đa 32 GB)",Vỏ nhựa,,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,Acer,1024.0,8,i5
Laptop Lenovo IdeaPad 3 14ITL6 82H701QYVN,10490000,15490000,https://cellphones.com.vn/laptop-lenovo-ideapad-3-14itl6-82h701qyvn.html,"Intel Core i5-1155G7 (4 lõi / 8 luồng, 2.5 / 4.5GHz, 8MB)",DDR4-3200,2 khe nâng cấp tối đa 16GB (8GB Onboard + 8GB SO-DIMM),Vỏ nhựa,Firmware TPM 2.0,,Tấm nền IPS,14,1920 x 1080 pixels (FullHD),Windows 11,Lenovo,512.0,16,i5
Mac mini M2 2023 (8 CPU - 10 GPU - 16GB - 512GB) | Chính hãng Apple Việt Nam,21990000,27990000,https://cellphones.com.vn/mac-mini-m2-16gb-512gb-2023.html,Apple M2 8 nhân ,16GB,,,,,,14,,Mac,Mac,512.0,16,M2
Laptop MSI Modern 15 B7M-231VN,9990000,14990000,https://cellphones.com.vn/laptop-msi-modern-15-b7m-231vn.html,"AMD Ryzen 5 7530U  (2.0 GHz up to 4.5 GHz, 6 lõi / 12 luồng, 16 MB)",DDR4 3200MHz,2 khe RAM,Vỏ nhựa,,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,MSI,512.0,16,Ryzen 5
Laptop Asus Vivobook 15 Oled A1505VA L1491W,16690000,22990000,https://cellphones.com.vn/laptop-asus-vivobook-15-oled-a1505va-l1491w.html,Core I7-13700H,DDR4,8GB onboard + 8GB SO-DIMM,Vỏ nhựa,,,Tấm nền Oled,15.6,1080 x 1920 pixels (FullHD),Windows 11,Asus,512.0,16,I7
Macbook Air M3 13 inch 2024 8GB - 512GB | Chính hãng Apple Việt Nam,30490000,32990000,https://cellphones.com.vn/macbook-air-m3-13-inch-2024-8gb-512gb.html,CPU Apple M3 8 LõiNeural Engine 16 lõi,,,,,,,13.6,,Mac,Mac,512.0,8,M3
Laptop Acer Swift 3 SF314-512-56QN NX.K0FSV.002,15490000,23790000,https://cellphones.com.vn/laptop-acer-swift-3-sf314-512-56qn-nx-k0fsv-002.html,"Intel Core i5-1240P (3.3GHz~ 4.4GHz, 12 lõi / 16 luồng)",LPDDR4X Onboard,,,,,Tấm nền IPS,14,2560 x 1440 pixels (2K),Windows 11,Acer,512.0,16,i5
Laptop LG GRAM 2023 16Z90RS-G.AH54A5,30990000,43990000,https://cellphones.com.vn/laptop-lg-gram-2023-ultra-slim-16z90rs-g-ah54a5.html,"Intel Core i5-1340P 1.9 GHz (up to 4.6 GHz, 12MB Cache, 12 lõi/luồng)",LPDDR5 6000MHz,1 thanh RAM 16GB,,,,Tấm nền Oled,16,3200 x 2000 pixel (WQHD+),Windows 11,LG,512.0,16,i5
Laptop Lenovo Yoga Slim 6 14IRH8 83E00008VN,19990000,24990000,https://cellphones.com.vn/laptop-lenovo-yoga-slim-6-14irh8-83e00008vn.html,"Intel Core i7-13700H (14 lõi (6P + 8E) / 20 luồng , P-core 2.4 / 5.0GHz, E-core 1.8 / 3.7GHz, 24MB)",LPDDR5x-5200 Onboard,"1 khe, Ram onboard",Vỏ kim loại,Firmware TPM 2.0,,Tấm nền Oled,14,1920 x 1200 pixels (WUXGA),Windows 11,Lenovo,1024.0,16,i7
Laptop MSI Katana 15 B13VFK-676VN,26990000,36990000,https://cellphones.com.vn/laptop-msi-katana-15-b13vfk-676vn.html,"Intel Core i7-13620H (3.6GHz~4.9GHz, 10 lõi / 16 luồng)",DDR5 5200MHz,2x SO-DIMM socket (Nâng cấp tối đa 64GB SDRAM),,,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,MSI,1024.0,16,i7
Laptop ASUS ZenBook S 13 OLED UX5304VA-NQ125W,27990000,39990000,https://cellphones.com.vn/laptop-asus-zenbook-s-13-oled-ux5304va-nq125w.html,"Intel Core i7-1355U (12MB Cache, 1.7 GHz up to 5.0 GHz, 10 lõi / 12 luồng)",LPDDR5 Onboard,,Vỏ kim loại,McAfee LiveSafe 30 ngày dùng thử miễn phí Webcam hồng ngoại có hỗ trợ Windows Hello McAfee LiveSafe Mô-đun nền tảng đáng tin cậy (TPM) 2.0,,Tấm nền OLED/AMOLED,13.3,2880 x 1800 pixels,Windows 11,ASUS,512.0,16,i7
Laptop ASUS Zenbook 14 Flip OLED UP3404VA-KN039W,24990000,33990000,https://cellphones.com.vn/laptop-asus-zenbook-14-flip-oled-up3404va-kn039w.html,"Intel Core i7 - 1360P 2.2 GHz (18MB Cache, up to 5.0 GHz, 12 lõi / 16 luồng)",LPDDR5 On board,,Vỏ kim loại,McAfee LiveSafe 30 ngày dùng thử miễn phí  Webcam hồng ngoại có hỗ trợ Windows Hello McAfee LiveSafe Trusted Platform Module (TPM) 2.0,,Tấm nền OLED/AMOLED,14,2880 x 1800 pixels,Windows 11,ASUS,512.0,16,
Laptop ASUS Zenbook 14 Flip OLED UP3404VA-KN038W,21990000,29990000,https://cellphones.com.vn/laptop-asus-zenbook-14-flip-oled-up3404va-kn038w.html,"Intel Core i5 - 1340P 1.9 GHz (12MB Cache, up to 4.6 GHz, 12 lõi / 16 luồng)",LPDDR5 On board,,Vỏ kim loại,McAfee LiveSafe 30 ngày dùng thử miễn phí  Webcam hồng ngoại có hỗ trợ Windows Hello McAfee LiveSafe Trusted Platform Module (TPM) 2.0,,Tấm nền OLED/AMOLED,14,2880 x 1800 pixels,Windows 11,ASUS,512.0,16,
Laptop HP Elitebook 630 G9 6M142PA,13990000,19990000,https://cellphones.com.vn/laptop-hp-elitebook-630-g9-6m142pa.html,"Intel Core i5-1235U ( 1.3 GHz - 4.4GHz / 12MB / 10 nhân, 12 luồng )",3200MHz,1 x 8GB + 1 khe trống,Vỏ nhựa,,,Tấm nền IPS,13.3,1080 x 1920 pixels (FullHD),Windows 11,HP,256.0,8,i5
Laptop HP Pavilion 15-EG3095TU 8C5L6PA,14790000,19990000,https://cellphones.com.vn/laptop-hp-pavilion-15-eg3095tu-8c5l6pa.html,"Intel Core i5 - 1335U (1.30 GHz, Turbo Boost 4.6 GHz, 10 lõi / 12 luồng, 12 MB)",DDR4 3200 MHz,"2 khe (1 khe 4 GB + 1 khe 4 GB, hỗ trợ nâng cấp tối đa 32 GB)",Vỏ kim loại,,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,HP,512.0,8,i5
Laptop MSI Modern 15 B13M-438VN,10990000,18490000,https://cellphones.com.vn/laptop-msi-modern-15-b13m-438vn.html,"Core i5-1335U (12MB Cache, up to 4.6.0 GHz, 10 lõi, 12 luồng)",DDR4 3200 MHz,1 thanh RAM 8GB,Vỏ nhựa,,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,MSI,512.0,8,i5
Laptop Gaming Acer Nitro 5 Tiger AN515-58-769J NH.QFHSV.003,18990000,29990000,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-tiger-an515-58-769j.html,"Intel Core i7-12700H up to 4.7GHz, 24MB Cache",DDR4,"2x SO-DIMM socket, up to 32GB SDRAM",Vỏ nhựa,,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,Gaming,1024.0,8,i7
Laptop MSI Cyborg 15 A12UCX-281VN,13990000,19990000,https://cellphones.com.vn/laptop-msi-cyborg-15-a12ucx-281vn.html,"Core I5-12450H (12MB Cache, up to 4.4 GHz, 12 lõi / luồng)",DDR5 4800Mhz,2 khe RAM (nâng cấp tối đa 64GB),,,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,MSI,512.0,8,I5
Laptop Acer Aspire 5 Spin 14 A5SP14-51MTN-573X,15990000,20990000,https://cellphones.com.vn/laptop-acer-aspire-5-spin-14-a5sp14-51mtn-573x.html,Intel Core i5-1335U (1.3GHz up to 4.6GHz 12MB),LPDDR5 5200Mhz Onboard,,,,,Tấm nền IPS,14,1920 x 1200 pixels (FullHD+),Windows 11,Acer,1024.0,16,i5
Macbook Air M3 13 inch 2024 16GB - 256GB sạc 30W | Chính hãng Apple Việt Nam,30990000,30990000,https://cellphones.com.vn/macbook-air-m3-13-inch-2024-16gb-256gb.html,CPU Apple M3 8 LõiNeural Engine 16 lõi,,,,,,,13.6,,Mac,Mac,256.0,16,M3
Laptop MSI Modern 15 B7M-238VN,11990000,16990000,https://cellphones.com.vn/laptop-msi-modern-15-b7m-238vn.html,"AMD Ryzen 7 7730U  (2.0 GHz up to 4.3 GHz, 8 lõi / 16 luồng, 24 MB)",DDR4 3200 MHz Onboard,,Vỏ nhựa,Mở khóa bằng mật mã,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,MSI,512.0,16,Ryzen 7
Macbook Pro 16 M3 Pro 36GB - 512GB | Chính hãng Apple Việt Nam,70990000,74990000,https://cellphones.com.vn/macbook-pro-16-inch-m3-pro-2023-36gb-512gb.html,Apple M3 Pro 12 nhân,,,,Touch ID,,,16.2,3024 x 1964 pixels ,Mac,Mac,512.0,36,M3
Laptop MSI Modern 14 C13M-607VN,14490000,21490000,https://cellphones.com.vn/laptop-msi-modern-14-c13m-607vn.html,"I7-1355U (12MB Cache, up to 5.0 GHz, 10 lõi / luồng)",DDR4 3200 MHz,RAM 16GB onboardKhông hỗ trợ nâng cấp,Vỏ nhựa,,,Tấm nền IPS,14,1920 x 1080 pixels (FullHD),Windows 11,MSI,512.0,16,I7
Laptop Lenovo IdeaPad 3 14ITL6 82H701QVVN,12490000,17490000,https://cellphones.com.vn/laptop-lenovo-ideapad-3-14itl6-82h701qvvn.html,"Intel Core i7-1165G7 (4 lõi / 8 luồng, 2.8 / 4.7GHz, 12MB)",DDR4-3200,2 khe nâng cấp tối đa 16GB (8GB Onboard + 8GB SO-DIMM),Vỏ nhựa,Firmware TPM 2.0,,Tấm nền IPS,14,1920 x 1080 pixels (FullHD),Windows 11,Lenovo,512.0,16,i7
Macbook Pro 14 M3 8GB - 1TB | Chính hãng Apple Việt Nam,40990000,44990000,https://cellphones.com.vn/macbook-pro-14-inch-m3-2023-8gb-1tb.html,Apple M3 8 nhân,,,,Touch ID,,,14.2,3024 x 1964 pixels ,Mac,Mac,1024.0,8,M3
Laptop Gigabyte G5 KF-E3VN313SH,19990000,26490000,https://cellphones.com.vn/laptop-gigabyte-g5-kf-e3vn313sh.html,Intel Core i5-12500H (2.5GHz~4.5GHz),DDR4 3200MHz,2 khe 8GB (Nâng cấp tối đa 64GB),,,,,15.6,1920 x 1080 pixels (FullHD),Windows 11,Gigabyte,512.0,16,i5
Laptop MSI Modern 14 C13M-609VN,10990000,17990000,https://cellphones.com.vn/laptop-msi-modern-14-c13m-609vn.html,"Intel Core i5-1335U (Up to 4.6GHz, 10 lõi / 12 luồng)",DDR4 3200MHz Onboard,,,,,Tấm nền IPS,14,1920 x 1080 pixels (FullHD),Windows 11,MSI,512.0,8,i5
Laptop Gigabyte G5 KF-E3VN333SH,19990000,25990000,https://cellphones.com.vn/laptop-gigabyte-g5-kf-e3vn333sh.html,Intel Core i5-12500H (2.5GHz~4.5GHz),DDR4 3200MHz,1 khe trống SO-DIMM (Nâng cấp tối đa 64GB),,,,,15.6,,Windows 11,Gigabyte,512.0,8,i5
Laptop Lenovo Ideapad Yoga 6 13ALC6 82ND00BDVN,11990000,16800000,https://cellphones.com.vn/laptop-lenovo-ideapad-yoga-6-13alc6-82nd00bdvn.html,"AMD Ryzen 7-5700U (8 nhân 16 luồng, 1.8GHz - 4.3GHz)",DDR4 3200Mhz,,,,,Tấm nền IPS,13.3,1920 x 1080 pixels (FullHD),Windows 11,Lenovo,512.0,8,Ryzen 7
Laptop MSI Cyborg 15 A12VE-412VN,18490000,24990000,https://cellphones.com.vn/laptop-msi-cyborg-15-a12ve-412vn.html,"Intel Core i5-12450H (3.3GHz~4.4GHz, 8 lõi / 12 luồng)",DDR5 4800MHz,2 khe SO-DIMM socket (Nâng cấp tối đa 64GB SDRAM),,,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,MSI,512.0,8,i5
Mac Studio M2 Max 2023 | Chính hãng Apple Việt Nam,52990000,52990000,https://cellphones.com.vn/mac-studio-m2-max-2023.html,Apple M2 Max,,,,,,,14,,Mac,Mac,512.0,32,M2
Laptop LG GRAM 2IN1 14T90R-G.AH55A5,25990000,37990000,https://cellphones.com.vn/laptop-lg-gram-2023-2in1-14t90r-g-ah55a5.html,"Intel Core i5-1340P 1.9 GHz (up to 4.6 GHz, 12MB Cache, 12 lõi/luồng)",LPDDR5 6000MHz,1 thanh RAM 16GB,,,,Tấm nền IPS,14,1920 x 1200 pixels (FullHD+),Windows 11,LG,512.0,16,i5
Laptop HP Pavilion 15-EG3093TU 8C5L4PA,15590000,21290000,https://cellphones.com.vn/laptop-hp-pavilion-15-eg3093tu-8c5l4pa.html,"Intel Core i5 - 1335U (1.30 GHz, Turbo Boost 4.6 GHz, 10 lõi / 12 luồng, 12 MB)",DDR4 3200 MHz,"2 khe (1 khe 8 GB + 1 khe 8 GB, hỗ trợ nâng cấp tối đa 32 GB)",Vỏ kim loại,,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,HP,512.0,16,i5
Laptop ASUS VivoBook 15X OLED S3504VA-L1227WS,18890000,25990000,https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-s3504va-l1227ws.html,"Intel Core i7-1360P (2.2 GHz, 18MB Cache, up to 5.0 GHz, 12 lõi / 16 luồng)",8GB DDR4 Onboard + 8GB DDR4 SO-DIMM,,Vỏ nhựa,McAfee LiveSafe 30 ngày dùng thử miễn phí  Cảm biến vân tay tích hợp Touchpad McAfee LiveSafe Khởi động BIOS Bảo vệ mật khẩu người dùng Mật khẩu người dùng thiết lập BIOS Mô-đun nền tảng đáng tin cậy (Firmware TPM),,Tấm nền Oled,15.6,1920 x 1080 pixels (FullHD),Windows 11,ASUS,512.0,16,i7
Laptop Gaming MSI GF63 12UCX-841VN,12990000,17990000,https://cellphones.com.vn/laptop-gaming-msi-gf63-12ucx-841vn.html,"Intel Core i5 - 12450H (Up to 4.4GHz, 8 lõi / 12 luồng)",DDR4 3200MHz,8GB + 1 khe trống nâng cấp tối đa 64GB,Vỏ nhựa,,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,Gaming,512.0,8,i5
Laptop HP Pavilion 15-EG2034TX 6K780PA,17090000,23400000,https://cellphones.com.vn/laptop-hp-pavilion-15-eg2034tx-6k780pa.html,"Intel® Core™ i7-1255U (3.50GHz upto 4.70GHz, 12MB)",DDR4  3200 MHz  ,,,,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,HP,512.0,8,i7
Mac Studio 2022 M1 Ultra | Chính hãng Apple Việt Nam,21213181,21213181,https://cellphones.com.vn/mac-studio-2022-m1-ultra.html,M1 Ultra 20 nhân ,1TB SSD,,,,,,14,,Mac,Mac,1024.0,64,
Mac mini M2 2023 (8 CPU - 10 GPU - 24GB - 256GB) | Chính hãng Apple Việt Nam,22690000,27990000,https://cellphones.com.vn/mac-mini-m2-24gb-2023.html,Apple M2 8 nhân ,24GB,,,,,,14,,Mac,Mac,256.0,24,M2
Laptop Asus Vivobook 14X A1403ZA-LY072W,8490000,14300000,https://cellphones.com.vn/laptop-asus-vivobook-14x-a1403za-ly072w.html,Intel® Core™ i3-1220P ,8GB DDR4 ,,,,,Tấm nền IPS,14,1920 x 1200 pixels (FullHD+),Windows 11,Asus,256.0,8,i3
Laptop HP 348 G7 9PH19PA,12990000,21190000,https://cellphones.com.vn/laptop-hp-348-g7-9ph19pa.html,"Intel Core i7-10510U ( 1.8 GHz - 4.9 GHz / 8MB / 4 nhân, 8 luồng )","DDR4 2666MHz, 2 Khe cắm / Hỗ trợ tối đa 16GB",,Vỏ nhựa,,,,14,1920 x 1080 pixels (FullHD),Windows 11,HP,512.0,8,i7
Laptop Asus TUF Gaming F15 FX507VI-LP088W,35990000,45990000,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507vi-lp088w.html,"Intel Core i7-13620H (2.4 GHz, 24M  Cache, up to 4.9 GHz, 10 lõi: 6 P-cores và 4 E-cores)",DDR5-4800 SO-DIMM,2 khe SO-DIMM (Nâng cấp tối đa 32 GB),,Bảo vệ mật khẩu quản trị viên BIOS và mật khẩu người dùng Khe bảo mật Kensington Mô-đun nền tảng đáng tin cậy (Firmware TPM),,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,Asus,1024.0,16,i7
Laptop MSI Modern 15 B7M-098VN,10490000,16490000,https://cellphones.com.vn/laptop-msi-modern-15-b7m-098vn.html,AMD Ryzen 7-7730U 2.0GHz up to 4.5GHz,DDR4-3200 Onboard,,,,,Tấm nền IPS,15.6,1920 x 1080 pixels (FullHD),Windows 11,MSI,512.0,8,Ryzen 7
Mac mini M2 2023 (8 CPU - 10 GPU - 8GB - 512GB) | Chính hãng Apple Việt Nam,17190000,21990000,https://cellphones.com.vn/mac-mini-m2-512gb-2023.html,Apple M2 8 nhân ,8GB,,,,,,14,,Mac,Mac,512.0,8,M2
MacBook Air 15 inch M2 2023 8GB 512GB sạc 70W | Chính hãng Apple Việt Nam,-2000000,-2000000,https://cellphones.com.vn/macbook-air-15-inch-m2-2023-512gb-sac-70w.html,"Apple M2 (8 nhân, 100 GB/s memory bandwidth)",,,Vỏ kim loại,,,Tấm nền IPS,15,,Mac,Mac,512.0,8,M2
Laptop LG Gram 2023 16ZD90R-G.AX55A5,27990000,39990000,https://cellphones.com.vn/laptop-lg-gram-2023-16zd90r-g-ax55a5.html,"Intel Core i5-1340P 1.9 GHz (up to 4.6 GHz, 12MB, 12 lõi/luồng)",LPDDR5 6000MHz,1 khe RAM 16GB,Vỏ kim loại,,,Tấm nền IPS,16,2560 x 1600 (WQXGA),Windows 11,LG,512.0,16,i5
