Title,Price sale,Price origin,Screen,CPU,Ram,Storage,Graphics,Operating system,Weight,Dimensions,Origin,Year,"urlre""",Brand,Name,CPU_Model,CPU_Code,Screen size,Resolution,Panel_Type,Refresh_Rate,Brightness,Product
MacBook Pro 14 2023 M3 Pro 11 CPU/14GPU/36GB/512GB (No.00905860),59990000.0,59990000.0,"14.2 inch, 3024 x 1964 Pixels, IPS, 120, 1600 nit, Liquid Retina XDR",M3 Pro,36,512.0,Apple M3 Pro 14-core GPU,Mac,1.6,1.55 x 31.26 x 22.12 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-14-2023-m3-pro-11-cpu-14-gpu-36gb-512gb,Mac,Pro 14 2023 M3 Pro 11 CPU,M3 Pro,11-core,14.2,3024 x 1964 Pixels,IPS,120,1600 nit,2023 M3 Pro 11 CPU
MacBook Pro 14 2023 M3 Pro 12 CPU/18 GPU/18GB/1TB (No.00905256),59990000.0,59990000.0,"14.2 inch, 3024 x 1964 Pixels, IPS, 120 Hz, 1600 nit, Liquid Retina XDR",M3 Pro,18,1024.0,Apple M3 Pro 18-core GPU,Mac,1.6,"1,55 x 31,26 x 22,12 cm",Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-14-2023-m3-pro-12-cpu-18-gpu-18gb-1tb,Mac,Pro 14 2023 M3 Pro 12 CPU,M3 Pro,12-Core,14.2,3024 x 1964 Pixels,IPS,120,1600 nit,2023 M3 Pro 12 CPU
Laptop Asus Zenbook 14 Duo OLED UX8406MA-PZ142W U9 185H/AI/32GB/1TB/14'' 3K Touch/Intel Arc Graphics/Win11 (No.00907523),58990000.0,59990000.0,"14 inch, 2880 x 1800 Pixels Màn hình chính:, OLED, 120, OLED",Core Ultra 9,32,1024.0,Intel Arc Graphics,Windows 11,1.6,31.35 x 21.79 x 1.46 ~ 1.99 cm,Trung Quốc,2024,https://fptshop.com.vn/may-tinh-xach-tay/asus-zenbook-14-duo-oled-ux8406ma-pz142w-u9-185h,Asus,Asus Zenbook 14 Duo OLED UX8406MA-PZ142W U9 185H,Core Ultra 9,185H,14,2880 x 1800 Pixels Màn hình chính:,OLED,120,OLED,14 Duo OLED UX8406MA-PZ142W U9 185H
"Laptop Lenovo ThinkPad X1 Carbon Gen 9 i7 1165G7/16GB/512GB/14""WUXGA/Win 11 (No.00825873)",47990000.0,52990000.0,"14.0 inch, 1920 x 1200 Pixels, IPS, 60 Hz, 400 nits, IPS",i7,16,512.0,Intel Iris Xe Graphics,Windows 11,1.1,315 x 221.6 x 14.9 mm,Trung Quốc,2022,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkpad-x1-carbon-gen-9-i7-1165g7-20xw00gdvn,Lenovo,Lenovo ThinkPad X1 Carbon Gen 9 i7 1165G7,Core i7,1165G7,14.0,1920 x 1200 Pixels,IPS,60,400 nits,X1 Carbon Gen 9 i7 1165G7
"Laptop MSI Gaming Sword 16 HX B14VGKG-038VN i7-14700HX/16GB/1TB/16""QHD+/RTX4070_8GB/Win11_Balo (No.00907721)",45990000.0,45990000.0,"16 inch, 2560 x 1600 Pixels, IPS, 240, 400 nits, QHD+",i7,16,1024.0,NVIDIA Geforce RTX 4070 8GB GDDR6,Windows 11,2.3,359 x 266.4 x 21.8-27.7 mm,Trung Quốc,2024,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-sword-16-hx-b14vgkg-038vn-i7-14700hx,MSI,MSI Gaming Sword 16 HX B14VGKG-038VN i7-14700HX,Core i7,14700HX,16,2560 x 1600 Pixels,IPS,240,400 nits,Sword 16 HX B14VGKG-038VN i7-14700HX
"Laptop MSI Gaming Sword 16 HX B14VFKG-045VN i7 14700HX/16GB/1TB/16""QHD+/RTX4060 8GB/Win11/Balo (No.00907593)",39990000.0,39990000.0,"16 inch, 2560 x 1600 Pixels, IPS, 240, Anti-Glare LED-Backlit Display",i7,16,1024.0,NVIDIA GeForce RTX 4060 8GB,Windows 11,2.3,359 x 266.4 x 21.8-27.7 mm,Trung Quốc,2024,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-sword-16-hx-b14vfkg-045vn-i7-14700hx,MSI,MSI Gaming Sword 16 HX B14VFKG-045VN i7 14700HX,Core i7,14700HX,16,2560 x 1600 Pixels,IPS,240,Anti-Glare LED-Backlit Display,Sword 16 HX B14VFKG-045VN i7 14700HX
"Laptop MSI Gaming Katana 15 B13VGK-1211VN i7 13620H/16GB/1TB/15.6""FHD/RTX 4070 8GB/Win11/Balo (No.00884858)",41990000.0,41990000.0,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, IPS FHD",i7,16,1024.0,NVIDIA Geforce RTX 4070 8GB GDDR6; Intel Iris Xe Graphics,Windows 11,2.2,359 x 259 x 24.9 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-15-b13vgk-1211vn-i7-13620h,MSI,MSI Gaming Katana 15 B13VGK-1211VN i7 13620H,Core i7,13620H,15.6,1920 x 1080 Pixels,IPS,144,250 nits,Katana 15 B13VGK-1211VN i7 13620H
MacBook Pro 14 2023 M3 8 CPU/10 GPU/8GB/512GB (No.00905263),38790000.0,39990000.0,"14.2 inch, 3024 x 1964 Pixels, IPS, 120 Hz, 1600 nit, Liquid Retina XDR",M3,8,512.0,Apple M3 8-core GPU,Mac,1.5,"1,55 x 31,26 x 22,12 cm",Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-14-2023-m3-8-cpu-10-gpu-8gb?dung-luong=512gb,Mac,Pro 14 2023 M3 8 CPU,M3,8 - Core,14.2,3024 x 1964 Pixels,IPS,120,1600 nit,2023 M3 8 CPU
"Laptop MSI Creator M16 B13VE-830VN i7 13700H/16GB/512GB SSD/16""FHD/RTX4050 8GB/Win 11 (No.00881433)",39990000.0,39990000.0,"16.0 inch, 1920 x 1200 Pixels, IPS, 144 Hz, IPS",i7,16,512.0,NVIDIA GeForce RTX 4050 6GB GDDR6,Windows 11,2.2,359 x 259 x 23.95 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/msi-creator-m16-b13ve-830vn-i7-13700h,MSI,MSI Creator M16 B13VE-830VN i7 13700H,Core i7,13700H,16.0,1920 x 1200 Pixels,IPS,144,IPS,M16 B13VE-830VN i7 13700H
"Laptop Acer Swift Edge SFA16-41-R3L6 R7 6800U/16GB/1TB/16"" WQUXGA/Win11 (No.00884868)",34990000.0,39990000.0,"16.0  Chính: inch, 3840 x 2400 Pixels Màn hình chính:, OLED, 60  Màn hình chính: Hz, Acer CineCrystalTM LED-backlit TFT LCD Chính:",Ryzen 7,16,1024.0,AMD Radeon Graphics,Windows 11,1.1,356.7 (W) x 242.3 (D) x 12.95/13.95 (H) mm,Trung Quốc,2022,https://fptshop.com.vn/may-tinh-xach-tay/acer-swift-edge-sfa16-41-r3l6-r7-6800u,Acer,Acer Swift Edge SFA16-41-R3L6 R7 6800U,Ryzen 7,6800H,16.0,3840 x 2400 Pixels Màn hình chính:,OLED,60,Acer CineCrystalTM LED-backlit TFT LCD Chính:,Edge SFA16-41-R3L6 R7 6800U
Macbook Air M3 15 2024 8CPU 10GPU/8GB/256GB (No.00907139),32990000.0,32990000.0,"15.3 inch, 2880 x 1864 Pixels, IPS, 60, 500 nits, Liquid Retina",M3,8,256.0,,Mac,1.5,34.04 x 23.76 x 1.15 cm,Trung Quốc,2024,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-m3-15-2024-8cpu-10gpu-8gb?dung-luong=256gb,Mac,Air M3 15 2024 8CPU 10GPU,M3,8 - Core,15.3,2880 x 1864 Pixels,IPS,60,500 nits,15 2024 8CPU 10GPU
"Laptop Lenovo Gaming LOQ - 15IRX9 i7 13650HX/AI/16GB/512GB/15.6""FHD/RTX4060 8GB/Win 11 (No.00906625)",33990000.0,33990000.0,"15.6 inch, 1920 x 1080 Pixels, IPS, 144, 300 nits, Anti -glare LED-Backlit Display",i7,16,512.0,NVIDIA GeForce RTX 4060 8GB,Windows 11,2.3,359.86 x 258.7 x 21.9-23.9 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-loq-15irx9-i7-13650hx?card-do-hoa=rtx4060-8gb,Lenovo,Lenovo Gaming LOQ - 15IRX9 i7 13650HX,Core i7,13650HX,15.6,1920 x 1080 Pixels,IPS,144,300 nits,LOQ - 15IRX9 i7 13650HX
Laptop Asus TUF Gaming F15 FX507VU-LP197W i7 13620H/32GB/512GB/15.6'' 144Hz/Nvidia RTX 4050 6GB/Win 11 (No.00906614),30990000.0,33990000.0,"15.6 inch, 1920 x 1200 Pixels, IPS, 144, Anti-Glare",i7,32,512.0,NVIDIA GeForce RTX 4050 6GB GDDR6; Intel Iris Xe Graphics,Windows 11,2.2,35.4 x 25.1 x 2.24 ~ 2.49 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-f15-fx507vu-lp197w-i7-13620h,Asus,Asus TUF Gaming F15 FX507VU-LP197W i7 13620H,Core i7,13620H,15.6,1920 x 1200 Pixels,IPS,144,Anti-Glare,Gaming F15 FX507VU-LP197W i7 13620H
"Laptop MSI Gaming Katana A15 AI B8VF-419VN R7-8845HS/16GB/512GB/15.6""FHD/RTX4060_8GB/Win11_Balo (No.00907723)",30990000.0,30990000.0,"15.6 inch, 1920 x 1080 Pixels, IPS, 144, 250 nits, FHD",Ryzen 7,16,512.0,NVIDIA GeForce RTX 4060 8GB,Windows 11,2.2,359 x 259 x 24.9 mm,Trung Quốc,2024,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-a15-ai-b8vf-419vn-r7-8845hs,MSI,MSI Gaming Katana A15 AI B8VF-419VN R7-8845HS,Ryzen 7,8845HS,15.6,1920 x 1080 Pixels,IPS,144,250 nits,Katana A15 AI B8VF-419VN R7-8845HS
Macbook Air M2 13 inch 2022 8CPU 10GPU/16GB/256GB (No.00907331),29990000.0,29990000.0,"13.6 inch, 2560 x 1644 Pixels, IPS, 60, Retina",M2,16,256.0,,Mac,1.2,30.41 x 21.5 x 1.13 cm,Trung Quốc,2022,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-m2-13-inch-2022-8cpu-10gpu-16gb?dung-luong=256gb,Mac,Air M2 13 inch 2022 8CPU 10GPU,M2,8 - Core,13.6,2560 x 1644 Pixels,IPS,60,Retina,13 inch 2022 8CPU 10GPU
"Laptop MSI Gaming Cyborg 15 AI A1VE-053VN Ultra 7 155H/16GB/512GB/15.6""FHD/RTX4050 6GB/Win11/Balo (No.00906451)",30990000.0,30990000.0,"15.6 inch, 1920 x 1080 Pixels, IPS, 144, Anti-Glare LED-Backlit Display",Core Ultra 7,16,512.0,NVIDIA GeForce RTX 4050 6GB GDDR6,Windows 11,1.9,359.36 x 250.34 x 21.95-22.9 mm,Trung Quốc,2024,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-cyborg-15-ai-a1ve-053vn-ultra-7-155h,MSI,MSI Gaming Cyborg 15 AI A1VE-053VN Ultra 7 155H,Core Ultra 7,155H,15.6,1920 x 1080 Pixels,IPS,144,Anti-Glare LED-Backlit Display,Cyborg 15 AI A1VE-053VN Ultra 7 155H
"Laptop Asus Zenbook Flip UP3404VA-KN039W i7 1360P/16GB/512GB/14"" OLED Touch/Win11 (No.00890477)",29990000.0,33990000.0,"14 inch, 2880 x 1800 Pixels, 2880 x 1800 Pixels Màn hình chính:, IPS, 90 Hz, 400 nits, OLED",i7,16,512.0,Intel UHD Graphics 605,Windows 11,1.5,31.15 x 22.34 x 1.59 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/asus-zenbook-flip-up3404va-kn039w-i7-1360p,Asus,Asus Zenbook Flip UP3404VA-KN039W i7 1360P,Core i7,1360P,14,2880 x 1800 Pixels,2880 x 1800 Pixels Màn hình chính:,IPS,90 Hz,Flip UP3404VA-KN039W i7 1360P
"Laptop MSI Gaming Katana 15 B13VFK-676VN i7 13620H/16GB/1TB/Geforce RTX 4060 8GB/15.6""FHD/Win11 - Balo (No.00863509)",29990000.0,31990000.0,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, IPS",i7,16,1024.0,NVIDIA GeForce RTX 4060 8GB; Intel UHD Graphics,Windows 11,2.2,359 x 259 x 24.9 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-15-b13vfk-676vn-i7-13620h,MSI,MSI Gaming Katana 15 B13VFK-676VN i7 13620H,Core i7,13620H,15.6,1920 x 1080 Pixels,IPS,144,IPS,Katana 15 B13VFK-676VN i7 13620H
"Laptop LG Gram 14T90R-G.AH55A5 i5 1340P/16GB/512GB/14""WUXGA/Win11 (No.00881938)",28990000.0,37990000.0,"14.0 inch, 1920 x 1200 Pixels, IPS, 60 Hz, Anti - Glare",i5,16,512.0,Intel Iris Plus Graphics,Windows 11,1.2,31.4 x 21.95 x 1.68 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/lg-gram-14t90r-gah55a5-i5-1340p,LG,LG Gram 14T90R-G.AH55A5 i5 1340P,Core i5,1340P,14.0,1920 x 1200 Pixels,IPS,60,Anti - Glare,14T90R-G.AH55A5 i5 1340P
"Laptop Asus TUF Gaming FX507ZV4-LP042W i7 12700H/16GB/512GB/15.6""/Nvidia RTX 4060 8GB/Win11 (No.00898378)",33490000.0,33490000.0,"15.6 inch, 1920 x 1080 Pixels, 1920 x 1080 Pixels Màn hình chính:, IPS, 144 Hz, Anti-Glare",i7,16,512.0,NVIDIA GeForce RTX 4060 8GB,Windows 11,2.2,35.4 x 25.1 x 2.24 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fx507zv4-lp042w-i7-12700u,Asus,Asus TUF Gaming FX507ZV4-LP042W i7 12700H,Core i7,12700H,15.6,1920 x 1080 Pixels,1920 x 1080 Pixels Màn hình chính:,IPS,144 Hz,Gaming FX507ZV4-LP042W i7 12700H
"Laptop MSI Gaming Katana A15 AI B8VE-402VN R7 8845HS/16GB/512GB/15.6""FHD/RTX4050 6GB/Win 11/Balo (No.00906452)",28990000.0,28990000.0,"15.6 inch, 1920 x 1080 Pixels, IPS, 144, Anti-Glare LED-Backlit Display",Ryzen 7,16,512.0,NVIDIA GeForce RTX 4050 6GB GDDR6,Windows 11,2.2,359 x 259 x 24.9 mm,Trung Quốc,2024,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-a15-ai-b8ve-402vn-r7-8845hs,MSI,MSI Gaming Katana A15 AI B8VE-402VN R7 8845HS,Ryzen 7,8845HS,15.6,1920 x 1080 Pixels,IPS,144,Anti-Glare LED-Backlit Display,Katana A15 AI B8VE-402VN R7 8845HS
"Laptop Dell Inspiron 14 2in1 T7430 i7 1355U/16GB/512GB/14.0"" FHD+/Win11/Office HS21/Bút (No.00904931)",28490000.0,29490000.0,"14 inch, 1920 x 1200 Pixels, WVA, 60 Hz, 250 nits, Wide-Viewing Angle (WVA)",i7,16,512.0,Intel Iris Xe Graphics,Windows 11,1.6,314 x 226.56 x 15.54~17.47 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-14-2in1-t7430-i7-1355u,Dell,Dell Inspiron 14 2in1 T7430 i7 1355U,Core i7,1355U,14,1920 x 1200 Pixels,WVA,60,250 nits,14 2in1 T7430 i7 1355U
"Laptop Asus Zenbook 14 OLED UX3405MA-PP151W Intel Core Ultra 5 125H/AI/ 16GB/512GB/14"" 3K/Intel Arc Graphics/Win11 (No.00905799)",27990000.0,28990000.0,"14 inch, 2880 x 1800 Pixels, OLED, 120, OLED",Ultra 5 Meteor Lake,16,512.0,Intel Arc Graphics,Windows 11,1.2,31.24 x 22.01 x 1.49 ~ 1.49 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/asus-zenbook-14-oled-ux3405ma-pp151w-ultra-5-125h,Asus,Asus Zenbook 14 OLED UX3405MA-PP151W Intel Core Ultra 5 125H,Ultra 5 Meteor Lake,Core Ultra 5,14,2880 x 1800 Pixels,OLED,120,OLED,14 OLED UX3405MA-PP151W Intel Core Ultra 5 125H
Macbook Air M3 13 2024 8CPU 8GPU/8GB/256GB (No.00907149),27990000.0,27990000.0,"13.6 inch, 2560 x 1644 Pixels, IPS, 60, 500 nits, Liquid Retina",M3,8,256.0,,Mac,1.2,30.41 x 21.5 x 1.13 cm,Trung Quốc,2024,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-m3-13-2024-8cpu-8gpu-8gb-256gb,Mac,Air M3 13 2024 8CPU 8GPU,M3,8 - Core,13.6,2560 x 1644 Pixels,IPS,60,500 nits,13 2024 8CPU 8GPU
MacBook Air 15 inch M2 2023 8CPU 10GPU 8GB/256GB (No.00881927),32890000.0,32890000.0,"15.3 inch, 2960 x 1848 Pixels, 2880 x 1800 Pixels, OLED, 60 Hz, 500 nits, Liquid Retina",M2,8,512.0,Apple M2 GPU 10 nhân,Mac,1.5,23.76 x 34.04 x 1.15 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-m2-2023-15-inch?dung-luong=256gb,Mac,Air 15 inch M2 2023 8CPU 10GPU 8GB,M2,8 - Core,15.3,2960 x 1848 Pixels,2880 x 1800 Pixels,OLE,60 Hz,inch M2 2023 8CPU 10GPU 8GB
"Laptop Acer Swift Go AI SFG14-73-71ZX Intel Core Ultra 7 155H/16GB/512GB/14"" 2.8K/Intel Arc Graphics/Win11 (No.00907712)",26990000.0,26990000.0,"14 inch, 2880 x 1800 Pixels, IPS, 60, Acer ComfyView LED-backlit",Core Ultra 7,16,512.0,Intel Arc Graphics,Windows 11,1.3,31.29 x 21.79  x 1.49 cm,Trung Quốc,2024,https://fptshop.com.vn/may-tinh-xach-tay/acer-swift-go-ai-sfg14-73-71zx-ultra-7-155H,Acer,Acer Swift Go AI SFG14-73-71ZX Intel Core Ultra 7 155H,Core Ultra 7,155H,14,2880 x 1800 Pixels,IPS,60,Acer ComfyView LED-backlit,Go AI SFG14-73-71ZX Intel Core Ultra 7 155H
"Laptop Acer Nitro V Gaming ANV15-51-55CA i5 13420H/16GB/512GB/15.6""FHD/Nvidia RTX 4050 6GB/Win11 (No.00905038)",27990000.0,27990000.0,"15.6 inch, FHD (1920 x 1080), IPS, 144 Hz, 250 nits, Acer ComfyView LED-backlit",i5,16,512.0,NVIDIA GeForce RTX 4050 6GB GDDR6; Intel UHD Graphics,Windows 11,2.1,362.3 x 239.89  x 22.9/26.9 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/acer-nitro-v-gaming-anv15-51-55ca-i5-13420h,Acer,Acer Nitro V Gaming ANV15-51-55CA i5 13420H,Core i5,13420H,15.6,FHD (1920 x 1080),IPS,144,250 nits,V Gaming ANV15-51-55CA i5 13420H
"Laptop Asus Zenbook 14 OLED UX3402VA-KM068W i7-1360P/16GB/512GB/14""OLED/Win11 (No.00904738)",31990000.0,31990000.0,"14 inch, 2880 x 1800 Pixels, OLED, 90 Hz, OLED",i7,16,512.0,,Windows 11,139,31.36 x 22.06 x 1.69 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/asus-zenbook-14-oled-ux3402va-km068w-i7-1360p,Asus,Asus Zenbook 14 OLED UX3402VA-KM068W i7-1360P,Core i7,1360P,14,2880 x 1800 Pixels,OLED,90,OLED,14 OLED UX3402VA-KM068W i7-1360P
"Laptop MSI Prestige 14Evo B13M-401VN i5 13500H/16GB/512GB/14""FHD/Win 11 (No.00888834)",26990000.0,26990000.0,"14.0 inch, 1920 x 1200 Pixels, IPS, 144 Hz, IPS",i5,16,512.0,Intel Iris Xe Graphics,Windows 11,1.4,314 x 227.5 x 17.9 mm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/msi-prestige-14evo-b13m-401vn-i5-13500h,MSI,MSI Prestige 14Evo B13M-401VN i5 13500H,Core i5,13500H,14.0,1920 x 1200 Pixels,IPS,144,IPS,14Evo B13M-401VN i5 13500H
"Laptop Acer Swift 3 SF314-512-741L i7 1260P/16GB/1T/14"" QHD/Win11 (No.00884870)",30490000.0,30490000.0,"14.0  Chính: inch, 2560 x 1440 Pixels Màn hình chính:, IPS, 60  Màn hình chính: Hz, Acer ComfyView LED-backlit Chính:",i7,16,1024.0,Intel Iris Xe Graphics,Windows 11,1.2,321 (W) x 210.8 (D) x 15.9 (H) mm,Trung Quốc,2022,https://fptshop.com.vn/may-tinh-xach-tay/acer-swift-3-sf314-512-741l-i7-1260p,Acer,Acer Swift 3 SF314-512-741L i7 1260P,Core i7,1260P,14.0,2560 x 1440 Pixels Màn hình chính:,IPS,60,Acer ComfyView LED-backlit Chính:,3 SF314-512-741L i7 1260P
Laptop Asus TUF Gaming FA507NV-LP046W R7 7735HS/8GB/512GB/GeForce RTX 4060 8GB/Win11 (No.00879626),25490000.0,31490000.0,"15.6 inch, 1920 x 1080 Pixels, IPS, 144 Hz, 250 nits, FHD",Ryzen 7,8,512.0,NVIDIA GeForce RTX 4060 8GB; AMD Radeon Graphics,Windows 11,2.2,35.4 x 25.1 x 2.24 ~ 2.49 cm,Trung Quốc,2023,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fa507nv-lp046w-r7-7735hs,Asus,Asus TUF Gaming FA507NV-LP046W R7 7735HS,Ryzen 7,7735HS,15.6,1920 x 1080 Pixels,IPS,144,250 nits,Gaming FA507NV-LP046W R7 7735HS
